Codi_centre;Denominació_completa;Adreça;Codi_postal;Telèfon;Codi_delegació;Nom_delegació;Codi_comarca;Nom_comarca;Codi_municipi;Nom_municipi;E-mail_centre
8062031;CFA Mare de Déu de Montserrat;c. Jaume Balmes, 1;8640;937782802;308;Baix Llobregat;11;Baix Llobregat;8147;Olesa de Montserrat;a8062031@xtec.cat
8062043;CFA Parets del Vallès;av. d'Espanya, 116;8150;935738690;508;Maresme - Vallès Oriental;41;Vallès Oriental;8159;Parets del Vallès;a8062043@xtec.cat
8062055;CFA Sant Just Desvern;c. Montserrat, 2;8960;933725250;308;Baix Llobregat;11;Baix Llobregat;8221;Sant Just Desvern;a8062055@xtec.cat
8062079;CFA Ramon Llull;c. Atenes, 59;8224;937887949;408;Vallès Occidental;40;Vallès Occident;8279;Terrassa;a8062079@xtec.cat
8062080;CFA Egara;pl. Immaculada, 4;8226;937857640;408;Vallès Occidental;40;Vallès Occident;8279;Terrassa;a8062080@xtec.cat
8062092;CFA Vilafranca del Penedès;av. de Tarragona, s/n (IES Eugeni d'Ors);8720;938905377;1260;Penedès;3;Alt Penedès;8305;Vilafranca del Penedès;a8062092@xtec.cat
8062109;AFA Ciutat Meridiana;c. Perafita, 1-3;8033;933594566;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;a8062109@xtec.cat
8062110;CFA Sanfeliu;c. Estronci, 24-26;8906;933377149;208;Barcelonès;13;Barcelonès;8101;L'Hospitalet de Llobregat;a8062110@xtec.cat
8062122;CFA Martorell;c. Josep Tarradelles, 11, baixos;8760;937754834;308;Baix Llobregat;11;Baix Llobregat;8114;Martorell;a8062122@xtec.cat
8062146;CFA La Verneda;c. Almacelles, 1;8020;932781193;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;a8062146@xtec.cat
8062158;EOI de Martorell;av. Fèlix Duran i Canyameres, 15;8760;937766240;308;Baix Llobregat;11;Baix Llobregat;8114;Martorell;a8062158@xtec.cat
8062161;EOI de Sant Cugat del Vallès;av. Ragull, 39;8172;935901490;408;Vallès Occidental;40;Vallès Occident;8205;Sant Cugat del Vallès;a8062161@xtec.cat
8062171;EOI d'Igualada;av. Barcelona, 105;8700;938033201;1260;Penedès;6;Anoia;8102;Igualada;a8062171@xtec.cat
8062183;EOI Osona;c. Pla de Balenyà, 30-32;8500;938893830;1060;Catalunya Central;24;Osona;8298;Vic;a8062183@xtec.cat
8062195;EOI Barcelona IV;c. Empordà, s/n;8020;934986290;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;a8062195@xtec.cat
8062201;EOI Barcelona V;c. Comtes de Bell-lloc, 86;8014;936671894;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;a8062201@xtec.cat
8062213;EOI Vallès Oriental;c. Veneçuela, 86;8402;938704661;508;Maresme - Vallès Oriental;41;Vallès Oriental;8096;Granollers;a8062213@xtec.cat
8062225;EOI Garraf;c. Àncora, 29;8800;938165992;1260;Penedès;17;Garraf;8307;Vilanova i la Geltrú;a8062225@xtec.cat
8062249;CFA El Carmel;c. Farnés, 54;8032;934200268;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;a8062249@xtec.cat
8062250;CFA Guinardó;av. Mare de Déu de Montserrat, 78;8024;934504837;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;a8062250@xtec.cat
8062262;CFA Montserrat Roig;rbla. del Poblenou, 128-130;8019;932505580;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;a8062262@xtec.cat
8062274;Llar d'infants de Castellfollit del Boix;c. de les escoles, s/n (Pla de S. Maria);8255;938356048;1060;Catalunya Central;7;Bages;8059;Castellfollit del Boix;a8062274@xtec.cat
8062304;Llar d'infants de Montmajor;c. de les Escoles, s/n;8612;938246150;1060;Catalunya Central;14;Berguedà;8132;Montmajor;a8062304@xtec.cat
8062331;CFA Pere Calders;c. Calàbria, 66-76;8015;934246917;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;a8062331@xtec.cat
8062377;Llar d'infants Ralet ralet;c. de Lleida, 22;8507;938855752;1060;Catalunya Central;24;Osona;8246;Santa Eugènia de Berga;a8062377@xtec.cat
8062389;A. Hospitalària Hospital de Dia(FHS Pere Claver);c. Mare de Déu del Port, 344;8038;934317162;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;a8062389@xtec.cat
8062390;A. Hospitalària Hospital de Dia;c. Pablo Picasso, 54, baixos;8100;935797033;508;Maresme - Vallès Oriental;41;Vallès Oriental;8124;Mollet del Vallès;a8062390@xtec.cat
8062407;A. Hospitalària Hospital de Dia Infanto-Juvenil;c. Hospital, 31;8301;937582826;508;Maresme - Vallès Oriental;21;Maresme;8121;Mataró;a8062407@xtec.cat
8062419;A. Hospitalària Hospital de Dia;c. Castell, 33-35(ed.Vallparadís pl. -2);8221;937365050;408;Vallès Occidental;40;Vallès Occident;8279;Terrassa;a8062419@xtec.cat
8062420;A. Hospitalària Hospital de Dia;ptge. Sant Miquel, s/n;8921;933920644;208;Barcelonès;13;Barcelonès;8245;Santa Coloma de Gramenet;a8062420@xtec.cat
8062432;A. Hospitalària Hospital de Dia;c. Sant Lluís, 64;8850;936384364;308;Baix Llobregat;11;Baix Llobregat;8089;Gavà;a8062432@xtec.cat
8062456;LLI privada Babiweb;Gran Via de Font Pineda, 3;8780;;308;Baix Llobregat;11;Baix Llobregat;8157;Pallejà;a8062456@xtec.cat
8062468;CFA Bellavista;c. Rosselló, 37;8520;938402653;508;Maresme - Vallès Oriental;41;Vallès Oriental;8086;Les Franqueses del Vallès;a8062468@xtec.cat
8062471;CFA Gavà;c. Sarrià, 5;8850;936620704;308;Baix Llobregat;11;Baix Llobregat;8089;Gavà;a8062471@xtec.cat
8062481;CFA Sant Josep;c. Mare de Déu de la Mercè, 20;8901;933372488;208;Barcelonès;13;Barcelonès;8101;L'Hospitalet de Llobregat;a8062481@xtec.cat
8062493;CFA Sant Ramon;ptge. Amat, 5-7;8904;933341851;208;Barcelonès;13;Barcelonès;8101;L'Hospitalet de Llobregat;a8062493@xtec.cat
8062511;CFA Alarona;c. Sant Cugat, 169-173;8302;937987375;508;Maresme - Vallès Oriental;21;Maresme;8121;Mataró;a8062511@xtec.cat
8062523;CFA Marinada;av. de Barcelona, 2;8170;935682005;508;Maresme - Vallès Oriental;41;Vallès Oriental;8136;Montornès del Vallès;a8062523@xtec.cat
8062547;EB privada Peques;c. Rierot, 2-4, baixos;8301;937901546;508;Maresme - Vallès Oriental;21;Maresme;8121;Mataró;a8062547@xtec.cat
8062584;LLI privada Paf, El Drac Màgic;c. Rosell, 20-22, baixos;8902;934321216;208;Barcelonès;13;Barcelonès;8101;L'Hospitalet de Llobregat;a8062584@xtec.cat
8062602;Llar d'infants Les Oliveres;camí de les Oliveres, s/n;8272;938788951;1060;Catalunya Central;7;Bages;8213;Sant Fruitós de Bages;a8062602@xtec.cat
8062614;Escola Joan Blanquer;c. Jaume I, 22;8211;937472602;408;Vallès Occidental;40;Vallès Occident;8051;Castellar del Vallès;a8062614@xtec.cat
8062626;Escola Collserola;c. de Pizarro, s/n;8290;936922595;408;Vallès Occidental;40;Vallès Occident;8266;Cerdanyola del Vallès;a8062626@xtec.cat
8062638;Escola La Trama;c. l'Estrella, 5;8205;937251581;408;Vallès Occidental;40;Vallès Occident;8187;Sabadell;a8062638@xtec.cat
8062641;Escola L'Olivera;pg. de la Mare de la Font, 2-10;8174;936742726;408;Vallès Occidental;40;Vallès Occident;8205;Sant Cugat del Vallès;a8062641@xtec.cat
8062663;Llar d'infants Montflorit;ptge. Donya Amèlia, 6;8290;935865596;408;Vallès Occidental;40;Vallès Occident;8266;Cerdanyola del Vallès;a8062663@xtec.cat
8062675;Escola Pere IV;c. Bilbao, 103-117;8005;933032803;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;a8062675@xtec.cat
8062687;Escola Ponent;c. Palet i Barba, s/n;8224;937336357;408;Vallès Occidental;40;Vallès Occident;8279;Terrassa;a8062687@xtec.cat
8062705;Escola La Cabana;c. Vint-i-sis, 2;8739;938180228;1260;Penedès;3;Alt Penedès;8027;Les Cabanyes;a8062705@xtec.cat
8062717;Institut Cabrils;av. de les escoles, 12;8348;937531198;508;Maresme - Vallès Oriental;21;Maresme;8030;Cabrils;a8062717@xtec.cat
8062729;Institut Pla Marcell;c. Ramon i Cajal, 58;8440;938713866;508;Maresme - Vallès Oriental;41;Vallès Oriental;8046;Cardedeu;a8062729@xtec.cat
8062730;Institut Els Roures;c. del Dr. Joan Cardona, s/n;8319;937919564;508;Maresme - Vallès Oriental;21;Maresme;8075;Dosrius;a8062730@xtec.cat
8062742;Escola Benviure;c. Sant  Mateu, 20;8755;937724028;408;Vallès Occidental;40;Vallès Occident;8054;Castellbisbal;a8062742@xtec.cat
8062754;Escola Les Fonts;c. Enric Prat de la Riba, 9;8790;937793334;1260;Penedès;3;Alt Penedès;8091;Gelida;a8062754@xtec.cat
8062778;Escola Ametllers;c. de Frederica Montseny, s/n;8250;938765167;1060;Catalunya Central;7;Bages;8218;Sant Joan de Vilatorrada;a8062778@xtec.cat
8062781;Escola Mediterrània;rda. de la Masia Nova, 7;8812;938148411;1260;Penedès;17;Garraf;8231;Sant Pere de Ribes;a8062781@xtec.cat
8062791;Institut Vilamajor;c. de Can Llobera, s/n;8458;938610194;508;Maresme - Vallès Oriental;41;Vallès Oriental;8234;Sant Pere de Vilamajor;a8062791@xtec.cat
8062808;Institut Esteve Albert;av. Sot del Camp, 1-3;8394;671718129;508;Maresme - Vallès Oriental;21;Maresme;8264;Sant Vicenç de Montalt;a8062808@xtec.cat
8062811;Escola Matagalls;c. Arenys de Mar, s/n (Can Sala);8460;938481229;508;Maresme - Vallès Oriental;41;Vallès Oriental;8259;Santa Maria de Palautordera;a8062811@xtec.cat
8062833;Escola Agnès de Sitges;pg. Margalló / pg. Puig de Sant Isidre;8870;938114654;1260;Penedès;17;Garraf;8270;Sitges;a8062833@xtec.cat
8062857;Institut Tiana;c. Eduard Fontserè, s/n;8391;933951719;508;Maresme - Vallès Oriental;21;Maresme;8282;Tiana;a8062857@xtec.cat
8062869;Escola Serra de Miralles;c. Doctor Fleming, 9-13;8490;937642678;508;Maresme - Vallès Oriental;21;Maresme;8284;Tordera;a8062869@xtec.cat
8062870;Institut La Plana;c. Rector de Vallfogona, 65;8500;938834851;1060;Catalunya Central;24;Osona;8298;Vic;a8062870@xtec.cat
8062882;Llar d'infants Cavall Fort;c. de Joan Maragall, 25;8173;935836797;408;Vallès Occidental;40;Vallès Occident;8205;Sant Cugat del Vallès;a8062882@xtec.cat
8062894;Llar d'infants El Tricicle;c. Rovellat, 41;8173;935836798;408;Vallès Occidental;40;Vallès Occident;8205;Sant Cugat del Vallès;a8062894@xtec.cat
8062912;Formapractic;c. Sant Pere d'Abanto, 4-6;8014;931634209;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;a8062912@xtec.cat
8062924;Escola Josep Guinovart;Camí Fondo de Ca n'Aimeric, 2;8860;936360494;308;Baix Llobregat;11;Baix Llobregat;8056;Castelldefels;a8062924@xtec.cat
8062948;Escola Miquel Martí i Pol;av. Jocs Olímpics, 7;8840;936357660;308;Baix Llobregat;11;Baix Llobregat;8301;Viladecans;a8062948@xtec.cat
8062951;LLI privada Sant Jordi;rda. Alfons XII, 27/ptge.Lluís Gallifa,8;8302;937577909;508;Maresme - Vallès Oriental;21;Maresme;8121;Mataró;a8062951@xtec.cat
8062985;Llar d'infants El Cavallet;c. Anoia, 27;8740;936820829;308;Baix Llobregat;11;Baix Llobregat;8196;Sant Andreu de la Barca;a8062985@xtec.cat
8062997;A. Hospitalària Hospital de Dia;Parc Taulí, s/n (Edifici Santa Fe);8208;937458221;408;Vallès Occidental;40;Vallès Occident;8187;Sabadell;a8062997@xtec.cat
8063001;A. Hospitalària Hospital de Dia;c. Joan Soler, s/n;8240;938742112;1060;Catalunya Central;7;Bages;8113;Manresa;a8063001@xtec.cat
8063011;A. Hospitalària Hospital de Dia Clínic;c. Villarroel, 170, planta 3, escala 11;8028;932279971;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;a8063011@xtec.cat
8063023;Llar d'infants La Baldufa;c. de Rogelio Rojo / av. Línia;8783;937725011;1260;Penedès;6;Anoia;8119;Masquefa;a8063023@xtec.cat
8063047;LLI privada Peücs;c. Comte Viladarga, 102;8980;936661842;308;Baix Llobregat;11;Baix Llobregat;8211;Sant Feliu de Llobregat;a8063047@xtec.cat
8063059;A. Hospitalària Hospital de Dia de Vilanova i la Geltrú;rbla. Sant Josep, 21-23, 2n;8800;937029124;1260;Penedès;17;Garraf;8307;Vilanova i la Geltrú;a8063059@xtec.cat
8063060;A. Hospitalària Hospital de Dia de Vic;"c. Francesc Pla, ""El Vigatà"", 1";8500;937027787;1060;Catalunya Central;24;Osona;8298;Vic;a8063060@xtec.cat
8063072;Escola Fructuós Gelabert;c. Sardenya, 368;8025;934369923;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;a8063072@xtec.cat
8063138;LLI privada El Niu;c. Passeig, 97;8211;;408;Vallès Occidental;40;Vallès Occident;8051;Castellar del Vallès;a8063138@xtec.cat
8063141;Llar d'infants La Baldufa;c. del Pare Garí/Rda. Ibèrica;8800;938937457;1260;Penedès;17;Garraf;8307;Vilanova i la Geltrú;a8063141@xtec.cat
8063151;Llar d'infants L'Espurna;c. J. Molins Parera/Riera del Mig;8780;936633016;308;Baix Llobregat;11;Baix Llobregat;8157;Pallejà;a8063151@xtec.cat
8063163;Llar d'infants La Cuca de Llum;Camí del RACC, 2,;8474;938487253;508;Maresme - Vallès Oriental;41;Vallès Oriental;8097;Gualba;a8063163@xtec.cat
8063175;Llar d'infants Niu d'Infants;pl. dels Àngels, s/n;8540;938811184;1060;Catalunya Central;24;Osona;8067;Centelles;a8063175@xtec.cat
8063187;Llar d'infants El Palauet;rda. Doctor Manresa, 21;8360;937943770;508;Maresme - Vallès Oriental;21;Maresme;8040;Canet de Mar;a8063187@xtec.cat
8063199;LLI privada Agatha;ctra. de Barcelona, 31;8757;936505595;308;Baix Llobregat;11;Baix Llobregat;8072;Corbera de Llobregat;a8063199@xtec.cat
8063217;Llar d'infants La Quitxalla;c. Vallès, s/n;8503;938893616;1060;Catalunya Central;24;Osona;8100;Gurb;a8063217@xtec.cat
8063229;Institut Montpedrós;c. Esquirol, 9;8690;936453574;308;Baix Llobregat;11;Baix Llobregat;8244;Santa Coloma de Cervelló;a8063229@xtec.cat
8063230;Llar d'infants La Cadireta;c. Joan Ponç/Udalard/Montserrat;8194;937710672;1260;Penedès;6;Anoia;8025;El Bruc;a8063230@xtec.cat
8063242;Escola Bressol Dentetes;c. Marganell/Moreneta;8253;938353097;1060;Catalunya Central;7;Bages;8098;Sant Salvador de Guardiola;a8063242@xtec.cat
8063254;Llar d'infants La Fireta;c. de Joan Maragall, 1;8160;935723812;508;Maresme - Vallès Oriental;41;Vallès Oriental;8135;Montmeló;a8063254@xtec.cat
8063266;Llar d'infants La Xarranca;ptge. Cesc Bas, 3;8100;935794300;508;Maresme - Vallès Oriental;41;Vallès Oriental;8124;Mollet del Vallès;a8063266@xtec.cat
8063291;Llar d'infants de Valls de Torruella;c. Galeries, 2;8263;938682244;1060;Catalunya Central;7;Bages;8229;Sant Mateu de Bages;a8063291@xtec.cat
8063311;Llar d'infants Casa dels Arbres;av. del Carrilet, 133, baixos;8902;934315919;208;Barcelonès;13;Barcelonès;8101;L'Hospitalet de Llobregat;a8063311@xtec.cat
8063321;Llar d'infants Aliret;c. de Ramon Folch II, 3;8261;938691350;1060;Catalunya Central;7;Bages;8047;Cardona;a8063321@xtec.cat
8063333;LLI privada Rialles;c. Guifré, 97-99;8912;933841631;208;Barcelonès;13;Barcelonès;8015;Badalona;a8063333@xtec.cat
8063345;Llar d'infants El Cucut;av. de la Generalitat de Catalunya, 76;8754;936731279;308;Baix Llobregat;11;Baix Llobregat;8158;El Papiol;a8063345@xtec.cat
8063357;Escola Bressol El Cirerer;c. Onze de Setembre, 134;8150;935625175;508;Maresme - Vallès Oriental;41;Vallès Oriental;8159;Parets del Vallès;a8063357@xtec.cat
8063369;LLI privada Calimero d'Horta;c. Marqués de Foronda, 35;8038;934207133;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;a8063369@xtec.cat
8063382;Esc. de Música Centre Musical Diapasó;c. Roger, 17-19;8028;934908148;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;a8063382@xtec.cat
8063394;Escola Miquel Martí i Pol;c. Les Roses, 113-115;8980;936326721;308;Baix Llobregat;11;Baix Llobregat;8211;Sant Feliu de Llobregat;a8063394@xtec.cat
8063400;Llar d'infants d'Olesa de Bonesvalls;av. de l'Hospital, s/n;8795;938984153;1260;Penedès;3;Alt Penedès;8146;Olesa de Bonesvalls;a8063400@xtec.cat
8063412;Llar d'infants de Castellgalí;c. Renaixença, s/n;8297;938331567;1060;Catalunya Central;7;Bages;8061;Castellgalí;a8063412@xtec.cat
8063424;Esc. de Música Municipal de Sant Sadurní d'Anoia;p. Doctor Salvans, 1;8770;938910815;1260;Penedès;3;Alt Penedès;8240;Sant Sadurní d'Anoia;a8063424@xtec.cat
8063436;Llar d'infants Nero Nas;c. Londres, 26;8914;933994531;208;Barcelonès;13;Barcelonès;8015;Badalona;a8063436@xtec.cat
8063448;LLI privada Utmar 2;c. Molí, 77;8950;933716680;308;Baix Llobregat;11;Baix Llobregat;8077;Esplugues de Llobregat;a8063448@xtec.cat
8063451;Llar d'infants Edelweis;c. del Sorral del Riu, 1;8940;933773708;308;Baix Llobregat;11;Baix Llobregat;8073;Cornellà de Llobregat;a8063451@xtec.cat
8063461;Llar d'infants Marinada;c. de la Guàrdia, 11;8397;937661588;508;Maresme - Vallès Oriental;21;Maresme;8163;Pineda de Mar;a8063461@xtec.cat
8063485;Avantis;c. Can Tries, 4-6;8902;932637990;208;Barcelonès;13;Barcelonès;8101;L'Hospitalet de Llobregat;a8063485@xtec.cat
8063515;Llar d'infants Ralet ralet;av. Marquès de Montroig, 178;8911;933996717;208;Barcelonès;13;Barcelonès;8015;Badalona;a8063515@xtec.cat
8063539;LLI privada Pinotxo;c. Josep M. de Segarra, 25;8400;938793350;508;Maresme - Vallès Oriental;41;Vallès Oriental;8096;Granollers;a8063539@xtec.cat
8063552;LLI privada Pam i Pipa;ctra. Callús, 3 baixos dreta;8251;938320319;1060;Catalunya Central;7;Bages;8192;Santpedor;a8063552@xtec.cat
8063576;Cons. de Música de Granollers;c. Espanya, 1;8400;938701583;508;Maresme - Vallès Oriental;41;Vallès Oriental;8096;Granollers;a8063576@xtec.cat
8063588;Escola Bressol El Parc de la Pegaso;c. Portugal, 60;8027;933519747;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;a8063588@xtec.cat
8063591;Llar d'infants La Pau;c. de la Pau, s/n;8254;938317681;1060;Catalunya Central;7;Bages;8182;El Pont de Vilomara i Rocafort;a8063591@xtec.cat
8063606;Escola Bressol El Tren de Fort Pienc;c. de Ribes, 10-12;8013;932451131;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;a8063606@xtec.cat
8063618;CFA Esparreguera;av. Barcelona, s/n;8292;937776043;308;Baix Llobregat;11;Baix Llobregat;8076;Esparreguera;a8063618@xtec.cat
8063621;CFA Martí i Pol;Pl. Llevant, 3;8560;938506500;1060;Catalunya Central;24;Osona;8112;Manlleu;a8063621@xtec.cat
8063643;CFA La Cooperativa;c. Enric Prat de la Riba, 17;8570;938505313;1060;Catalunya Central;24;Osona;8285;Torelló;a8063643@xtec.cat
8063655;Betlem-2;ctra. de Premià, 117;8338;937513764;508;Maresme - Vallès Oriental;21;Maresme;8230;Premià de Dalt;a8063655@xtec.cat
8063667;Llar d'infants Riu de Sons;c. de Sant Genís de Rocafort, 12;8760;;308;Baix Llobregat;11;Baix Llobregat;8114;Martorell;a8063667@xtec.cat
8063692;Esc. de Música Municipal de Pineda de Mar;c. Verdaguer, 15;8397;937626574;508;Maresme - Vallès Oriental;21;Maresme;8163;Pineda de Mar;a8063692@xtec.cat
8063709;Esc. de Música Municipal Aureli Vila;c. Pau Casals, 8-10;8759;;308;Baix Llobregat;11;Baix Llobregat;8295;Vallirana;a8063709@xtec.cat
8063710;Escola Escola Nova;c. Santa Anna, 62;8758;936840257;308;Baix Llobregat;11;Baix Llobregat;8068;Cervelló;a8063710@xtec.cat
8063734;Escola Puigventós;c. Antiga carretera de Martorell, s/n;8640;937785148;308;Baix Llobregat;11;Baix Llobregat;8147;Olesa de Montserrat;a8063734@xtec.cat
8063758;Escola Can Salvi;av. de la Constitució, 59;8740;936825162;308;Baix Llobregat;11;Baix Llobregat;8196;Sant Andreu de la Barca;a8063758@xtec.cat
8063761;Escola Vicente Ferrer;c. Salvador Aulestia i Barriac, 9-11;8830;936526352;308;Baix Llobregat;11;Baix Llobregat;8200;Sant Boi de Llobregat;a8063761@xtec.cat
8063771;Escola Pla de les Vinyes;av. de la Pau, 1;8690;936340789;308;Baix Llobregat;11;Baix Llobregat;8244;Santa Coloma de Cervelló;a8063771@xtec.cat
8063783;Escola Mediterrània;av. Jocs Olímpics, 11;8840;936375737;308;Baix Llobregat;11;Baix Llobregat;8301;Viladecans;a8063783@xtec.cat
8063795;Escola Marta Mata;c. Comtes de Cardona, s/n;8788;938070846;1260;Penedès;6;Anoia;8302;Vilanova del Camí;a8063795@xtec.cat
8063801;Institut de Collbató;c. Tarragona, 26;8293;937779837;308;Baix Llobregat;11;Baix Llobregat;8069;Collbató;a8063801@xtec.cat
8063813;Institut Creu de Saba;av. de Francesc Macià, 193;8640;937786622;308;Baix Llobregat;11;Baix Llobregat;8147;Olesa de Montserrat;a8063813@xtec.cat
8063837;Institut Les Margues;av. de Francesc Macià, 14;8506;938867116;1060;Catalunya Central;24;Osona;8037;Calldetenes;a8063837@xtec.cat
8063862;Escola L'Olivar;c. Onze de Setembre, s/n El Serrat;8251;938272565;1060;Catalunya Central;7;Bages;8062;Castellnou de Bages;a8063862@xtec.cat
8063874;Escola Antonio Machado;pl. d'Antonio Machado, 1;8304;937589060;508;Maresme - Vallès Oriental;21;Maresme;8121;Mataró;a8063874@xtec.cat
8063886;Escola Arrels;c. del Camí Fondo, s/n;8730;938983223;1260;Penedès;3;Alt Penedès;8251;Santa Margarida i els Monjos;a8063886@xtec.cat
8063898;Escola La Sèquia;c. Camí Vell de Santpedor, 36-38;8243;938730299;1060;Catalunya Central;7;Bages;8113;Manresa;a8063898@xtec.cat
8063904;Institut Montgròs;c. Joan Cuadras i Marcer, 1;8810;938961220;1260;Penedès;17;Garraf;8231;Sant Pere de Ribes;a8063904@xtec.cat
8063916;Escola Vila Parietes;c. Ernest Lluch, 4;8150;935735482;508;Maresme - Vallès Oriental;41;Vallès Oriental;8159;Parets del Vallès;a8063916@xtec.cat
8063928;Escola Muntanyola;c. dels esports, s/n, bústia 90;8519;938136091;1060;Catalunya Central;24;Osona;8129;Muntanyola;a8063928@xtec.cat
8063931;Escola Les Falgueres;pl. de la Vila, 1;8495;972874787;508;Maresme - Vallès Oriental;34;Selva;8082;Fogars de la Selva;a8063931@xtec.cat
8063953;Llar d'infants El Xiulet;ptge. Mas Sant Joan, 7;8250;938767100;1060;Catalunya Central;7;Bages;8218;Sant Joan de Vilatorrada;a8063953@xtec.cat
8063965;Escola Cau de la Guineu;c. de Pere Calders/c. de Casanova;8757;936881121;308;Baix Llobregat;11;Baix Llobregat;8072;Corbera de Llobregat;a8063965@xtec.cat
8064003;Institut Can Margarit;av. dels Pins, 49 bis;8757;936882463;308;Baix Llobregat;11;Baix Llobregat;8072;Corbera de Llobregat;a8064003@xtec.cat
8064027;Escola El Sol i La Lluna;c. de les Bassetes(cantona.c.Sant Feliu);8211;937472906;408;Vallès Occidental;40;Vallès Occident;8051;Castellar del Vallès;a8064027@xtec.cat
8064076;Escola Rivo Rubeo;c. de la Gràcia, s/n;8191;935517586;408;Vallès Occidental;40;Vallès Occident;8184;Rubí;a8064076@xtec.cat
8064088;Escola Mas Boadella;c. Viena, 1;8206;937461727;408;Vallès Occidental;40;Vallès Occident;8187;Sabadell;a8064088@xtec.cat
8064118;Escola Ciutat d'Alba;c. Pere Ferrer, 5;8195;935764033;408;Vallès Occidental;40;Vallès Occident;8205;Sant Cugat del Vallès;a8064118@xtec.cat
8064143;Escola La Nova Electra;pl. de l'Electra, 15;8226;937349760;408;Vallès Occidental;40;Vallès Occident;8279;Terrassa;a8064143@xtec.cat
8064155;Institut Quatre Cantons;Camí Antic de València, 37-39;8018;933037670;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;a8064155@xtec.cat
8064167;Escola Sant Martí;c. Sant Joan de Malta, 130;8018;936240240;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;a8064167@xtec.cat
8064179;Escola La Llacuna del Poblenou;c. Pallars, 207;8005;933568863;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;a8064179@xtec.cat
8064192;Institut Angeleta Ferrer;c. Marina, 193-195;8013;;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;a8064192@xtec.cat
8064210;Esc. de Música Municipal de Gurb;c. Vallès, s/n;8503;938861056;1060;Catalunya Central;24;Osona;8100;Gurb;a8064210@xtec.cat
8064222;Escola La Roureda;c. de la Roureda, s/n (Veïnat Sant Pere);8490;937650803;508;Maresme - Vallès Oriental;21;Maresme;8284;Tordera;a8064222@xtec.cat
8064234;Christabel;c. Era de l'Esquerra, 2;8242;938725554;1060;Catalunya Central;7;Bages;8113;Manresa;a8064234@xtec.cat
8064246;Escola de Dansa Mercè Panosa;c. Monturiol, 67;8370;937660713;508;Maresme - Vallès Oriental;21;Maresme;8035;Calella;a8064246@xtec.cat
8064258;Llar d'infants La Baldufa;pg. del Sorral, s/n;8410;938456140;508;Maresme - Vallès Oriental;41;Vallès Oriental;8902;Vilanova del Vallès;a8064258@xtec.cat
8064261;Escola Bressol Gràcia;c. Maignon, s/n;8024;932171833;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;a8064261@xtec.cat
8064271;Esc. de Música Municipal El Faristol;av. Tecla Sala, 35;8510;938540457;1060;Catalunya Central;24;Osona;8183;Roda de Ter;a8064271@xtec.cat
8064283;Escola Bressol Portal Nou;c. Portal Nou, 2;8003;933101807;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;a8064283@xtec.cat
8064295;Llar d'infants Els Pins;c. Pirineus, 2-6;8923;933861870;208;Barcelonès;13;Barcelonès;8245;Santa Coloma de Gramenet;a8064295@xtec.cat
8064301;AIES;c. Comte de Salvatierra, 5-15;8006;934236453;108;Consorci d'Educació de Barcelona;13;Barcelonès;8019;Barcelona;a8064301@xtec.cat
8064313;Centre de la Imatge i Tecnologia Multimèdia, CITM;c. Igualtat, 33 (Campus UPC de Terrassa);8222;937398312;408;Vallès Occidental;40;Vallès Occident;8279;Terrassa;a8064313@xtec.cat
8064325;Llar d'infants El Timbal;c. Tambor del Bruc, 2;8970;933730944;308;Baix Llobregat;11;Baix Llobregat;8217;Sant Joan Despí;a8064325@xtec.cat
8064337;Llar d'infants El Picarol;c. Pau Costas, 51;8635;937714461;308;Baix Llobregat;11;Baix Llobregat;8208;Sant Esteve Sesrovires;a8064337@xtec.cat
8064350;Llar d'infants El Patufet;c. del Dr. Fleming, 2;8756;936720815;308;Baix Llobregat;11;Baix Llobregat;8905;La Palma de Cervelló;a8064350@xtec.cat
